,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
373836,569363,48111,DOORMAT 3 SMILEY CATS,10,2011-10-03 15:08:00,7.08,13297.0,United Kingdom
29186,538709,22607,WOODEN ROUNDERS GARDEN SET ,1,2010-12-14 10:46:00,9.95,16442.0,United Kingdom
325642,565447,22979,PANTRY WASHING UP BRUSH,12,2011-09-04 15:20:00,1.45,14107.0,United Kingdom
42439,539988,21356,TOAST ITS - FAIRY FLOWER,1,2010-12-23 16:06:00,1.25,18116.0,United Kingdom
16255,537646,20726,LUNCH BAG WOODLAND,1,2010-12-07 15:39:00,1.65,17591.0,United Kingdom
365501,568709,22971,QUEENS GUARD COFFEE MUG,2,2011-09-28 15:42:00,2.55,15036.0,United Kingdom
173418,551713,22465,HANGING METAL STAR LANTERN,12,2011-05-03 15:12:00,1.65,16230.0,United Kingdom
307308,563912,20725,LUNCH BAG RED RETROSPOT,10,2011-08-21 12:58:00,1.65,17675.0,United Kingdom
346074,567183,22080,RIBBON REEL POLKADOTS ,2,2011-09-18 15:32:00,1.65,14769.0,United Kingdom
530537,580875,21408,SPOTTY PINK DUCK DOORSTOP,8,2011-12-06 12:11:00,1.95,17744.0,United Kingdom
503584,578928,22727,ALARM CLOCK BAKELIKE RED ,2,2011-11-27 12:29:00,3.75,15443.0,United Kingdom
139676,548335,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-03-30 13:57:00,12.75,14272.0,United Kingdom
270332,560562,21260,FIRST AID TIN,6,2011-07-19 13:34:00,3.25,15713.0,United Kingdom
364142,568650,22078,RIBBON REEL LACE DESIGN ,10,2011-09-28 11:56:00,2.1,13505.0,Switzerland
58316,541226,15056BL,EDWARDIAN PARASOL BLACK,12,2011-01-14 15:04:00,5.95,15854.0,United Kingdom
482722,577483,21876,POTTERING MUG,2,2011-11-20 11:50:00,1.65,14502.0,United Kingdom
189146,553134,23256,KIDS CUTLERY SPACEBOY ,4,2011-05-13 12:50:00,4.15,15382.0,United Kingdom
482328,577469,22197,POPCORN HOLDER,1,2011-11-20 11:25:00,0.85,15009.0,United Kingdom
240160,558087,22821,GIFT BAG PSYCHEDELIC APPLES,12,2011-06-26 12:04:00,0.65,17323.0,United Kingdom
518944,580128,23451,SQUARE MINI PORTRAIT FRAME,6,2011-12-01 17:56:00,1.95,17576.0,United Kingdom
541192,581493,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-12-09 10:10:00,0.85,12423.0,Belgium
283326,561710,22770,MIRROR CORNICE,1,2011-07-29 11:45:00,14.95,13827.0,United Kingdom
426774,573362,23132,SMALL IVORY HEART WALL ORGANISER,3,2011-10-30 13:06:00,5.75,12597.0,Spain
363855,568589,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2011-09-28 10:27:00,2.95,17405.0,United Kingdom
483514,577504,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,3,2011-11-20 12:36:00,2.1,14159.0,United Kingdom
344579,567085,23236,STORAGE TIN VINTAGE DOILY ,6,2011-09-16 12:38:00,2.89,12434.0,Australia
499667,578682,21531,RED RETROSPOT SUGAR JAM BOWL,12,2011-11-25 08:55:00,2.1,17173.0,United Kingdom
295704,562812,23109,PACK OF SIX LED TEA LIGHTS,18,2011-08-09 15:32:00,2.89,13217.0,United Kingdom
462972,576051,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-13 14:45:00,12.75,14911.0,EIRE
309291,564076,37449,CERAMIC CAKE STAND + HANGING CAKES,48,2011-08-22 15:27:00,8.5,14045.0,United Kingdom
205621,554824,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-05-26 14:21:00,0.65,15785.0,United Kingdom
6559,536954,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,100,2010-12-03 12:41:00,4.25,17809.0,United Kingdom
485421,577601,20978,36 PENCILS TUBE SKULLS,16,2011-11-21 08:31:00,1.25,17675.0,United Kingdom
526723,580676,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-12-05 14:39:00,2.08,17817.0,United Kingdom
448352,575050,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,144,2011-11-08 12:14:00,2.49,16505.0,United Kingdom
226344,556790,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-06-14 13:48:00,4.15,15656.0,United Kingdom
86639,543587,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-10 11:39:00,0.85,12561.0,Germany
136988,548011,20719,WOODLAND CHARLOTTE BAG,200,2011-03-29 11:14:00,0.72,14646.0,Netherlands
271039,560634,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,2011-07-20 10:51:00,1.25,16133.0,United Kingdom
291644,562467,22469,HEART OF WICKER SMALL,12,2011-08-05 11:50:00,1.65,13513.0,United Kingdom
131528,547568,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-03-24 09:50:00,1.65,13341.0,United Kingdom
463967,576076,21588,RETROSPOT GIANT TUBE MATCHES,2,2011-11-13 16:18:00,2.55,14382.0,United Kingdom
124839,546993,84580,MOUSE TOY WITH PINK T-SHIRT,4,2011-03-18 13:19:00,3.75,17921.0,United Kingdom
431918,573772,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-11-01 10:16:00,5.45,17377.0,United Kingdom
29664,538811,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-12-14 12:22:00,0.85,13178.0,United Kingdom
206320,554929,22814,CARD PARTY GAMES ,12,2011-05-27 13:16:00,0.42,13018.0,United Kingdom
83825,543354,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-02-07 13:50:00,1.65,13458.0,United Kingdom
108312,545526,21695,SMALL SILVER FLOWER CANDLE POT,12,2011-03-03 13:14:00,2.95,17789.0,United Kingdom
130906,547518,20713,JUMBO BAG OWLS,100,2011-03-23 14:39:00,1.65,13694.0,United Kingdom
319958,564950,23006,TRAVEL CARD WALLET FLOWER MEADOW,4,2011-08-31 13:31:00,0.42,17320.0,United Kingdom
519865,580188,23344,JUMBO BAG 50'S CHRISTMAS ,5,2011-12-02 12:02:00,2.08,16440.0,United Kingdom
303900,563557,22030,SWALLOWS GREETING CARD,12,2011-08-17 13:33:00,0.42,15786.0,United Kingdom
463095,576053,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-11-13 14:53:00,4.15,16726.0,United Kingdom
79294,542928,35653,VINTAGE BEAD NOTEBOOK,6,2011-02-02 10:22:00,2.95,17863.0,United Kingdom
84181,543370,21056,DOCTOR'S BAG SOFT TOY,1,2011-02-07 14:51:00,8.95,12359.0,Cyprus
203818,554557,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-25 10:12:00,0.29,15804.0,United Kingdom
8929,537155,35954,SMALL FOLKART STAR CHRISTMAS DEC,8,2010-12-05 13:05:00,0.42,12748.0,United Kingdom
264761,560118,21265,PINK GOOSE FEATHER TREE 60CM,12,2011-07-15 10:21:00,1.95,16818.0,United Kingdom
379876,569714,23389,SPACEBOY MINI BACKPACK,1,2011-10-05 17:28:00,4.15,18033.0,United Kingdom
398955,571265,21900,"KEY FOB , SHED",1,2011-10-16 11:31:00,0.65,16674.0,United Kingdom
358722,568162,23199,JUMBO BAG APPLES,20,2011-09-25 12:32:00,2.08,14194.0,United Kingdom
99,536378,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-01 09:37:00,0.55,14688.0,United Kingdom
505673,579094,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-11-28 10:56:00,1.95,12668.0,Germany
247188,558758,22488,NATURAL SLATE RECTANGLE CHALKBOARD,7,2011-07-03 12:27:00,1.65,17939.0,United Kingdom
465116,576212,23078,ICE CREAM PEN LIP GLOSS ,24,2011-11-14 12:45:00,1.25,18082.0,United Kingdom
326746,565589,21181,PLEASE ONE PERSON METAL SIGN,192,2011-09-05 13:52:00,2.4,17450.0,United Kingdom
225665,556728,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-06-14 11:36:00,1.65,15719.0,United Kingdom
19871,537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,2010-12-09 10:44:00,2.55,12755.0,Japan
72125,542231,22437,SET OF 9 BLACK SKULL BALLOONS,1,2011-01-26 13:40:00,0.85,16714.0,United Kingdom
422897,573123,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-27 16:23:00,4.95,13654.0,United Kingdom
509499,579332,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2011-11-29 11:41:00,2.1,14408.0,United Kingdom
468544,576511,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-15 12:07:00,4.95,13846.0,United Kingdom
303961,563557,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-08-17 13:33:00,0.55,15786.0,United Kingdom
17646,537772,22092,BLUE PAISLEY TISSUE BOX,1,2010-12-08 12:35:00,1.25,18043.0,United Kingdom
216330,555842,23066,SMALL DECO JEWELLERY STAND,4,2011-06-07 12:54:00,8.25,17874.0,United Kingdom
128685,547358,22489,PACK OF 12 TRADITIONAL CRAYONS,3,2011-03-22 12:25:00,0.42,15998.0,United Kingdom
407420,571883,22914,BLUE COAT RACK PARIS FASHION,1,2011-10-19 13:58:00,4.95,14704.0,United Kingdom
63496,C541572,22668,PINK BABY BUNTING,-50,2011-01-19 12:39:00,2.55,15171.0,United Kingdom
135553,547902,22692,DOORMAT WELCOME TO OUR HOME,2,2011-03-28 11:58:00,7.95,17765.0,United Kingdom
102025,544943,22120,WELCOME  WOODEN BLOCK LETTERS,6,2011-02-25 10:39:00,9.95,15845.0,United Kingdom
116513,546251,22492,MINI PAINT SET VINTAGE ,72,2011-03-10 14:37:00,0.65,16553.0,United Kingdom
334706,566266,22983,CARD BILLBOARD FONT,12,2011-09-11 13:22:00,0.42,17299.0,United Kingdom
493805,578251,23084,RABBIT NIGHT LIGHT,6,2011-11-23 12:45:00,2.08,15993.0,United Kingdom
283152,561694,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-29 09:57:00,2.95,16147.0,United Kingdom
115487,546123,47566,PARTY BUNTING,4,2011-03-09 14:49:00,4.95,16419.0,United Kingdom
399357,571278,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-10-16 12:46:00,3.75,14780.0,United Kingdom
332683,C566088,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-3,2011-09-09 10:24:00,2.95,14911.0,EIRE
465605,576246,20659,ECONOMY LUGGAGE TAG,2,2011-11-14 13:42:00,1.25,17566.0,United Kingdom
221582,556257,23300,GARDENERS KNEELING PAD CUP OF TEA ,4,2011-06-09 17:47:00,1.65,17576.0,United Kingdom
212139,555413,11001,ASSTD DESIGN RACING CAR PEN,16,2011-06-03 09:50:00,1.69,17994.0,United Kingdom
321211,565141,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-09-01 13:40:00,0.42,17841.0,United Kingdom
500114,578719,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2011-11-25 11:25:00,2.25,17348.0,United Kingdom
454982,575607,22031,BOTANICAL LAVENDER BIRTHDAY CARD,5,2011-11-10 12:37:00,0.83,14096.0,United Kingdom
206222,554917,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-05-27 12:29:00,2.95,15104.0,United Kingdom
487697,577774,21873,IF YOU CAN'T STAND THE HEAT MUG,1,2011-11-21 15:57:00,1.25,16712.0,United Kingdom
393341,570818,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-10-12 12:47:00,1.25,17841.0,United Kingdom
11457,537243,22632,HAND WARMER RED RETROSPOT,12,2010-12-06 10:19:00,2.1,16638.0,United Kingdom
190769,553208,23008,DOLLY GIRL BABY GIFT SET,6,2011-05-16 09:10:00,14.95,12674.0,France
7443,537041,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-12-05 10:36:00,3.75,16033.0,United Kingdom
39476,539647,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,3,2010-12-20 16:08:00,2.95,15460.0,United Kingdom
288997,562218,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-08-03 14:07:00,1.25,13851.0,United Kingdom
31743,539010,21166,COOK WITH WINE METAL SIGN ,1,2010-12-15 13:24:00,1.95,15005.0,United Kingdom
336246,566312,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-09-12 09:43:00,0.85,16150.0,United Kingdom
531259,580909,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-12-06 13:27:00,2.08,18225.0,United Kingdom
492269,578100,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-23 08:17:00,4.95,15814.0,United Kingdom
359500,568188,20727,LUNCH BAG  BLACK SKULL.,1,2011-09-25 14:33:00,1.65,16049.0,United Kingdom
473422,576834,23130,MISTLETOE HEART WREATH GREEN,8,2011-11-16 15:10:00,4.15,13458.0,United Kingdom
436188,574092,22077,6 RIBBONS RUSTIC CHARM,288,2011-11-03 09:28:00,1.65,16684.0,United Kingdom
298708,563034,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-11 14:53:00,1.65,17644.0,United Kingdom
497830,578479,21314,SMALL GLASS HEART TRINKET POT,8,2011-11-24 12:48:00,2.1,15858.0,United Kingdom
172387,551532,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-05-01 14:17:00,5.95,16554.0,United Kingdom
263158,C559939,22132,RED LOVE HEART SHAPE CUP,-12,2011-07-14 10:19:00,0.85,14426.0,United Kingdom
80687,543054,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2011-02-03 10:39:00,2.95,13394.0,United Kingdom
41376,539836,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-12-22 13:46:00,1.65,17894.0,United Kingdom
104743,545214,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-02-28 16:39:00,1.25,17165.0,United Kingdom
201056,554264,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-05-23 12:35:00,1.25,15602.0,United Kingdom
174695,551843,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-05-04 13:57:00,9.95,16094.0,United Kingdom
220477,556195,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-09 12:21:00,2.08,16745.0,United Kingdom
406954,571841,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-10-19 12:21:00,2.95,17625.0,United Kingdom
258837,559673,20728,LUNCH BAG CARS BLUE,10,2011-07-11 14:10:00,1.65,13224.0,United Kingdom
447753,574961,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-08 10:19:00,0.29,12971.0,United Kingdom
148621,549247,22341,LOVE GARLAND PAINTED ZINC ,12,2011-04-07 12:04:00,1.65,13752.0,United Kingdom
541700,581538,21355,TOAST ITS - I LOVE YOU ,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom
112161,545872,22261,FELT EGG COSY WHITE RABBIT ,4,2011-03-07 14:51:00,0.85,15752.0,United Kingdom
256666,559505,23253,16 PIECE CUTLERY SET PANTRY DESIGN,4,2011-07-08 15:16:00,15.95,16398.0,United Kingdom
495287,578298,22032,BOTANICAL LILY GREETING CARD,12,2011-11-23 14:52:00,0.42,12619.0,Germany
453677,575491,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-11-09 17:47:00,0.39,15531.0,United Kingdom
104705,545190,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-02-28 15:32:00,3.75,15656.0,United Kingdom
279700,561360,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-07-26 15:37:00,1.65,16133.0,United Kingdom
316174,564749,22963,JAM JAR WITH GREEN LID,12,2011-08-30 08:15:00,0.85,12708.0,Germany
401896,571445,21481,FAWN BLUE HOT WATER BOTTLE,8,2011-10-17 13:44:00,3.75,12463.0,Belgium
432253,573865,22682,FRENCH BLUE METAL DOOR SIGN 7,4,2011-11-01 12:00:00,1.25,15311.0,United Kingdom
203969,554603,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,2,2011-05-25 11:14:00,4.25,14593.0,United Kingdom
189465,553153,22961,JAM MAKING SET PRINTED,12,2011-05-13 14:56:00,1.45,13089.0,United Kingdom
88811,543820,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2011-02-13 16:05:00,2.1,16084.0,United Kingdom
467236,576339,22810,SET OF 6 T-LIGHTS SNOWMEN,11,2011-11-14 15:27:00,5.79,14096.0,United Kingdom
325961,565464,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-05 09:45:00,3.95,13748.0,United Kingdom
283843,561808,21931,JUMBO STORAGE BAG SUKI,10,2011-07-29 15:11:00,2.08,13534.0,United Kingdom
516295,579885,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,2011-11-30 17:37:00,0.85,15444.0,United Kingdom
416986,572567,20718,RED RETROSPOT SHOPPER BAG,10,2011-10-25 10:27:00,1.25,12398.0,Switzerland
9025,537163,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-12-05 13:21:00,0.65,17863.0,United Kingdom
166586,550941,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-04-21 15:46:00,2.55,17109.0,United Kingdom
280190,561382,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,4,2011-07-26 17:27:00,2.1,16750.0,United Kingdom
311130,564224,22348,TEA BAG PLATE RED RETROSPOT,12,2011-08-24 09:56:00,0.85,15249.0,United Kingdom
500943,578814,22991,GIRAFFE WOODEN RULER,1,2011-11-25 13:40:00,1.95,12748.0,United Kingdom
291685,562517,85099F,JUMBO BAG STRAWBERRY,5,2011-08-05 12:27:00,2.08,15719.0,United Kingdom
260361,559809,48187,DOORMAT NEW ENGLAND,1,2011-07-12 14:57:00,7.95,16409.0,United Kingdom
485776,577669,21401,BLUE PUDDING SPOON,48,2011-11-21 10:48:00,0.12,15567.0,United Kingdom
174128,551747,85212,MINI PAINTED GARDEN DECORATION ,144,2011-05-04 11:00:00,0.21,14298.0,United Kingdom
331026,565937,20829,GLITTER HANGING BUTTERFLY STRING,8,2011-09-08 10:52:00,2.1,13468.0,United Kingdom
54290,540907,21868,POTTING SHED TEA MUG,12,2011-01-12 11:52:00,1.25,13488.0,United Kingdom
445878,574863,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-11-07 12:29:00,3.75,15719.0,United Kingdom
175543,551966,21394,RED POLKADOT BEAKER ,6,2011-05-05 13:14:00,0.39,15356.0,United Kingdom
197045,553887,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-19 16:04:00,1.65,17068.0,United Kingdom
154794,549947,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-04-13 12:47:00,0.95,18260.0,United Kingdom
241546,558232,23091,ZINC HERB GARDEN CONTAINER,1,2011-06-27 14:30:00,6.25,17841.0,United Kingdom
324057,565386,37327,ASSTD MULTICOLOUR CIRCLES MUG,12,2011-09-02 15:48:00,0.39,17997.0,United Kingdom
286713,562035,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-08-02 09:29:00,0.85,12627.0,Germany
58964,541266,22197,SMALL POPCORN HOLDER,30,2011-01-16 16:25:00,0.85,15673.0,United Kingdom
500280,578757,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-11-25 11:41:00,2.89,12748.0,United Kingdom
403484,C571619,22192,BLUE DINER WALL CLOCK,-2,2011-10-18 10:58:00,8.5,16140.0,United Kingdom
270193,560552,20898,VINTAGE NOTEBOOK TRAVELOGUE,1,2011-07-19 12:54:00,2.95,15311.0,United Kingdom
26128,538497,20973,12 PENCIL SMALL TUBE WOODLAND,2,2010-12-12 12:44:00,0.65,14684.0,United Kingdom
220203,556127,21935,SUKI  SHOULDER BAG,10,2011-06-09 10:23:00,1.65,12406.0,Denmark
400535,571317,47566,PARTY BUNTING,2,2011-10-17 10:48:00,4.95,17377.0,United Kingdom
295229,562779,21935,SUKI  SHOULDER BAG,1,2011-08-09 12:58:00,1.65,17841.0,United Kingdom
266939,560276,20728,LUNCH BAG CARS BLUE,2,2011-07-17 15:11:00,1.65,14606.0,United Kingdom
324587,565408,22136,LOVE HEART SOCK HANGER,2,2011-09-04 11:12:00,1.65,16813.0,United Kingdom
239360,558045,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-06-24 13:35:00,0.42,12615.0,France
385551,570209,23538,WALL ART VINTAGE HEART,1,2011-10-09 10:29:00,4.95,16326.0,United Kingdom
482018,577403,21329,DINOSAURS  WRITING SET ,12,2011-11-20 10:15:00,1.65,13988.0,United Kingdom
188262,553017,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-05-12 19:01:00,3.95,12757.0,Portugal
507167,579167,23321,SMALL WHITE HEART OF WICKER,3,2011-11-28 14:06:00,1.65,16800.0,United Kingdom
81200,543114,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-02-03 13:26:00,1.49,14156.0,EIRE
199804,554103,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-05-22 13:51:00,8.95,15555.0,United Kingdom
472822,576734,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-11-16 12:42:00,0.85,17680.0,United Kingdom
252113,559064,21917,SET 12 KIDS  WHITE CHALK STICKS,48,2011-07-06 10:15:00,0.42,15673.0,United Kingdom
33088,539222,22468,BABUSHKA LIGHTS STRING OF 10,4,2010-12-16 13:00:00,6.75,14621.0,United Kingdom
445316,574835,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-11-07 11:31:00,1.45,13139.0,United Kingdom
158433,550290,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-04-15 14:45:00,2.1,15246.0,United Kingdom
373475,569331,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-10-03 13:39:00,4.15,16875.0,United Kingdom
108478,C545537,21908,CHOCOLATE THIS WAY METAL SIGN,-2,2011-03-03 14:14:00,2.1,16212.0,United Kingdom
499090,578620,22866,HAND WARMER SCOTTY DOG DESIGN,1,2011-11-24 15:21:00,2.1,17247.0,United Kingdom
121594,546774,20725,LUNCH BAG RED RETROSPOT,2,2011-03-16 15:45:00,1.65,14505.0,United Kingdom
381037,569845,23393,HOME SWEET HOME CUSHION COVER ,4,2011-10-06 13:41:00,3.75,14819.0,United Kingdom
165200,550775,20727,LUNCH BAG  BLACK SKULL.,10,2011-04-20 13:18:00,1.65,15805.0,United Kingdom
99993,544795,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-02-23 13:21:00,2.55,15858.0,United Kingdom
190859,553213,23103,BELL HEART DECORATION,144,2011-05-16 09:49:00,1.45,13408.0,United Kingdom
240049,558084,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,2011-06-26 11:47:00,4.15,14837.0,United Kingdom
347232,567293,POST,POSTAGE,5,2011-09-19 12:01:00,18.0,12640.0,France
335284,566281,85178,VICTORIAN SEWING KIT,10,2011-09-11 14:15:00,1.25,12748.0,United Kingdom
337287,566442,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-09-12 15:29:00,0.39,14732.0,United Kingdom
469478,576595,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-15 14:56:00,0.29,14911.0,EIRE
80332,543037,21915,RED  HARMONICA IN BOX ,12,2011-02-02 16:01:00,1.25,12350.0,Norway
27359,538533,84992,72 SWEETHEART FAIRY CAKE CASES,2,2010-12-13 10:31:00,0.55,14796.0,United Kingdom
411063,572192,84836,ZINC METAL HEART DECORATION,1,2011-10-21 11:30:00,1.25,18118.0,United Kingdom
172420,551533,21043,APRON MODERN VINTAGE COTTON,1,2011-05-01 14:58:00,1.95,15407.0,United Kingdom
149120,549277,22918,HERB MARKER PARSLEY,2,2011-04-07 13:11:00,0.65,16469.0,United Kingdom
30172,538850,22621,TRADITIONAL KNITTING NANCY,12,2010-12-14 13:31:00,1.45,16499.0,United Kingdom
440252,C574524,22947,WOODEN ADVENT CALENDAR RED,-2,2011-11-04 13:53:00,7.95,17841.0,United Kingdom
361880,568392,85032A,ROMANTIC IMAGES GIFT WRAP SET,12,2011-09-27 10:08:00,0.65,14272.0,United Kingdom
180722,552337,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-09 11:34:00,2.95,12621.0,Germany
371887,569229,23061,VINTAGE EMBOSSED HEART,2,2011-10-02 14:56:00,1.25,14502.0,United Kingdom
526786,580677,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-12-05 14:40:00,0.55,16200.0,United Kingdom
508001,C579192,23318,BOX OF 6 MINI VINTAGE CRACKERS,-20,2011-11-28 15:43:00,2.49,12657.0,France
483962,577517,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-11-20 13:16:00,4.95,16710.0,United Kingdom
356701,568058,71459,HANGING JAM JAR T-LIGHT HOLDERS,96,2011-09-23 12:58:00,0.72,18188.0,United Kingdom
509745,579399,22632,HAND WARMER RED RETROSPOT,3,2011-11-29 12:09:00,2.1,13137.0,United Kingdom
531616,C580957,POST,POSTAGE,-1,2011-12-06 14:23:00,4.5,12839.0,United Kingdom
246639,558709,22971,QUEENS GUARD COFFEE MUG,6,2011-07-01 13:02:00,2.55,17338.0,United Kingdom
206257,554920,22741,FUNKY DIVA PEN,48,2011-05-27 12:41:00,0.85,16275.0,United Kingdom
141380,548510,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-03-31 15:02:00,4.95,17861.0,United Kingdom
189905,553174,23154,SET OF 4 JAM JAR MAGNETS,2,2011-05-15 11:04:00,2.08,16206.0,United Kingdom
272062,560729,20728,LUNCH BAG CARS BLUE,100,2011-07-20 14:39:00,1.45,17511.0,United Kingdom
471836,576652,22812,PACK 3 BOXES CHRISTMAS PANETTONE,3,2011-11-16 10:39:00,1.95,17198.0,United Kingdom
416197,572552,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-10-24 17:07:00,8.29,14096.0,United Kingdom
90432,544037,21174,POTTERING IN THE SHED METAL SIGN,12,2011-02-15 11:31:00,1.95,14961.0,United Kingdom
529648,580737,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-12-06 09:05:00,2.55,14140.0,United Kingdom
206029,554860,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-05-27 10:20:00,3.75,15249.0,United Kingdom
298864,563070,21358,TOAST ITS - HAPPY BIRTHDAY,8,2011-08-11 15:34:00,1.25,14099.0,United Kingdom
443790,574710,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-11-06 14:17:00,4.95,15427.0,United Kingdom
4820,536805,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-02 16:38:00,0.42,14775.0,United Kingdom
382439,569901,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-10-06 16:20:00,3.75,12923.0,United Kingdom
491514,578068,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-11-22 15:45:00,4.25,14505.0,United Kingdom
232112,557305,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2,2011-06-19 14:42:00,4.25,13568.0,United Kingdom
395051,570964,23374,RED SPOT PAPER GIFT BAG,10,2011-10-13 11:50:00,0.82,12766.0,Portugal
230086,557120,23164,REGENCY CAKE SLICE,4,2011-06-16 17:12:00,4.95,15669.0,United Kingdom
79314,542929,20717,STRAWBERRY SHOPPER BAG,1,2011-02-02 10:34:00,1.25,17811.0,United Kingdom
241548,558232,21948,SET OF 6 CAKE CHOPSTICKS,1,2011-06-27 14:30:00,1.25,17841.0,United Kingdom
284691,561884,22961,JAM MAKING SET PRINTED,2,2011-07-31 13:07:00,1.45,15453.0,United Kingdom
163040,550528,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-04-19 10:49:00,9.95,17663.0,United Kingdom
457121,575732,22867,HAND WARMER BIRD DESIGN,12,2011-11-11 08:19:00,2.1,12712.0,Germany
